CD_ITEM,PESO_ITEM,GORDURA_ITEM,VISIBILIDADE_ITEM,TIPO_ITEM,MRP_ITEM,ID_OUTLET,ANO_ABERTURA_OUTLET,TAMANHO_OUTLET,LOCAL_OUTLET,TIPO_OUTLET,VENDAS_OUTLET
NCJ18,12.35,Low Fat,0.163910938,Itens para casa,119.2124,OUT035,2004,Pequeno,Local 2,Tipo 1,1303.6364
FDF57,14.5,Normal,0.058827383,Frutas e Verduras,172.2448,OUT046,1997,Pequeno,Local 1,Tipo 1,2897.5616
DRG01,14.8,Low Fat,0.044840933,Refrigerantes,78.367,OUT013,1987,Grande,Local 3,Tipo 1,918.804
FDA02,14.0,Normal,0.029843736000000003,Laticínios,143.9786,OUT018,2009,Médio,Local 3,Tipo 2,866.8716
NCP55,14.65,Low Fat,0.011180713,Outros,53.8614,OUT013,1987,Grande,Local 3,Tipo 1,221.0456
DRY23,9.395,Normal,0.10907574199999999,Refrigerantes,42.9112,OUT035,2004,Pequeno,Local 2,Tipo 1,426.11199999999997
FDT31,19.75,Low Fat,0.012448293999999999,Frutas e Verduras,188.2872,OUT046,1997,Pequeno,Local 1,Tipo 1,2647.2208
FDU52,7.56,Low Fat,0.064030636,Congelados,154.463,OUT018,2009,Médio,Local 3,Tipo 2,2503.408
NCG19,20.25,Low Fat,0.14781046,Itens para casa,234.8616,OUT013,1987,Grande,Local 3,Tipo 1,2812.3392
FDL44,18.25,Low Fat,0.012272797,Frutas e Verduras,160.2894,OUT035,2004,Pequeno,Local 2,Tipo 1,3235.788
FDT34,9.3,Low Fat,0.174317307,Snacks,106.7964,OUT035,2004,Pequeno,Local 2,Tipo 1,841.5712
DRM23,16.6,Low Fat,0.135707553,Bebidas fortes,170.6422,OUT035,2004,Pequeno,Local 2,Tipo 1,1379.5376
FDT48,4.92,Low Fat,0.046026479,Padaria,196.5084,OUT049,1999,Médio,Local 1,Tipo 1,3769.7596
DRG11,6.385,Low Fat,0.0,Bebidas fortes,108.9596,OUT046,1997,Pequeno,Local 1,Tipo 1,1186.4556
FDE58,18.5,Low Fat,0.052149675,Snacks,118.3124,OUT049,1999,Médio,Local 1,Tipo 1,1540.6612
DRA12,11.6,Low Fat,0.040911824,Refrigerantes,142.3154,OUT013,1987,Grande,Local 3,Tipo 1,2552.6772
FDE05,10.895,Normal,0.032427039,Congelados,147.7102,OUT013,1987,Grande,Local 3,Tipo 1,1166.4816
NCH18,9.3,Low Fat,0.044843161,Itens para casa,246.1802,OUT018,2009,Médio,Local 3,Tipo 2,2702.4822
DRC13,8.26,Normal,0.032435437000000004,Refrigerantes,124.87299999999999,OUT035,2004,Pequeno,Local 2,Tipo 1,2956.152
FDG47,12.8,Low Fat,0.06961884,Alimentos com amido,260.3252,OUT046,1997,Pequeno,Local 1,Tipo 1,8132.0812
FDY55,16.75,Low Fat,0.08165147,Frutas e Verduras,258.3988,OUT018,2009,Médio,Local 3,Tipo 2,1541.9928
FDN50,16.85,Normal,0.026561057000000002,Enlatados,93.712,OUT049,1999,Médio,Local 1,Tipo 1,466.06
FDX02,16.0,Low Fat,0.05701260599999999,Laticínios,225.0404,OUT013,1987,Grande,Local 3,Tipo 1,5851.0504
FDL34,16.0,Low Fat,0.041009558,Snacks,141.2496,OUT049,1999,Médio,Local 1,Tipo 1,2681.8424
FDZ35,9.6,Normal,0.0,Pães,101.699,OUT049,1999,Médio,Local 1,Tipo 1,2373.577
NCZ53,9.6,Low Fat,0.024576875,Saúde e Higiene,186.6214,OUT018,2009,Médio,Local 3,Tipo 2,1884.214
NCM06,7.475,Low Fat,0.07584563400000001,Itens para casa,156.0656,OUT049,1999,Médio,Local 1,Tipo 1,1853.5872
FDY43,14.85,Low Fat,0.09880308800000001,Frutas e Verduras,169.7474,OUT018,2009,Médio,Local 3,Tipo 2,673.7896
FDT20,10.5,Low Fat,0.041459803999999996,Frutas e Verduras,39.2164,OUT049,1999,Médio,Local 1,Tipo 1,540.6296
FDG46,8.63,Normal,0.032882271,Snacks,113.5518,OUT013,1987,Grande,Local 3,Tipo 1,2732.4432
FDF24,15.5,Normal,0.02536567,Padaria,82.7934,OUT035,2004,Pequeno,Local 2,Tipo 1,1228.401
FDG57,14.7,Low Fat,0.07229836,Frutas e Verduras,48.2034,OUT046,1997,Pequeno,Local 1,Tipo 1,874.8612
FDD32,17.7,Normal,0.040897932000000005,Frutas e Verduras,82.6276,OUT013,1987,Grande,Local 3,Tipo 1,731.0484
FDA56,9.21,Low Fat,0.008764786,Frutas e Verduras,123.1414,OUT046,1997,Pequeno,Local 1,Tipo 1,4264.4490000000005
FDT13,14.85,Low Fat,0.018568129,Enlatados,188.2214,OUT035,2004,Pequeno,Local 2,Tipo 1,3014.7424
NCY29,13.65,Low Fat,0.077169841,Saúde e Higiene,55.593,OUT013,1987,Grande,Local 3,Tipo 1,282.965
NCQ38,16.35,Low Fat,0.013387211000000001,Outros,105.62799999999999,OUT049,1999,Médio,Local 1,Tipo 1,1065.28
FDB11,16.0,Low Fat,0.060942632000000004,Alimentos com amido,225.6404,OUT049,1999,Médio,Local 1,Tipo 1,2925.5252
FDG26,18.85,Low Fat,0.042641788,Enlatados,257.83299999999997,OUT035,2004,Pequeno,Local 2,Tipo 1,5382.993
FDH24,20.7,Low Fat,0.021427082000000004,Padaria,156.5288,OUT035,2004,Pequeno,Local 2,Tipo 1,1571.2879999999998
FDX44,9.3,Low Fat,0.042930789000000004,Frutas e Verduras,88.5172,OUT013,1987,Grande,Local 3,Tipo 1,1427.4752
FDO58,19.6,Low Fat,0.039577173,Snacks,166.1526,OUT046,1997,Pequeno,Local 1,Tipo 1,2960.1468
FDR60,14.3,Low Fat,0.130415118,Padaria,75.9328,OUT046,1997,Pequeno,Local 1,Tipo 1,1158.492
FDW50,13.1,Low Fat,0.075515154,Laticínios,167.2158,OUT013,1987,Grande,Local 3,Tipo 1,3008.0844
FDQ32,17.85,Normal,0.04679836,Frutas e Verduras,123.8388,OUT018,2009,Médio,Local 3,Tipo 2,866.8716
FDE29,8.905,Low Fat,0.143129124,Congelados,58.8878,OUT046,1997,Pequeno,Local 1,Tipo 1,1151.1682
FDB37,20.25,Normal,0.022921735,Padaria,240.7538,OUT013,1987,Grande,Local 3,Tipo 1,3364.9532
FDD21,10.3,Normal,0.030616757,Frutas e Verduras,112.7176,OUT049,1999,Médio,Local 1,Tipo 1,343.5528
FDX16,17.85,Low Fat,0.06575528,Congelados,151.505,OUT013,1987,Grande,Local 3,Tipo 1,2546.685
FDN46,7.21,Normal,0.144856342,Snacks,100.5332,OUT049,1999,Médio,Local 1,Tipo 1,1127.8652
FDV40,17.35,Low Fat,0.014689006000000001,Congelados,74.5038,OUT035,2004,Pequeno,Local 2,Tipo 1,739.038
FDZ57,10.0,Normal,0.037918142,Snacks,129.6994,OUT018,2009,Médio,Local 3,Tipo 2,1413.4934
FDY46,18.6,Low Fat,0.047964395,Snacks,185.0898,OUT049,1999,Médio,Local 1,Tipo 1,2993.4368
FDX45,16.75,Low Fat,0.10501881699999999,Snacks,155.263,OUT049,1999,Médio,Local 1,Tipo 1,1721.0929999999998
FDB33,17.75,Low Fat,0.014577412,Frutas e Verduras,160.7262,OUT035,2004,Pequeno,Local 2,Tipo 1,2864.2716
FDM39,6.42,Low Fat,0.053553794,Laticínios,178.6002,OUT049,1999,Médio,Local 1,Tipo 1,3582.0040000000004
NCL31,7.39,Low Fat,0.120280989,Outros,142.747,OUT046,1997,Pequeno,Local 1,Tipo 1,3149.2340000000004
NCJ31,19.2,Low Fat,0.182653772,Outros,243.0196,OUT046,1997,Pequeno,Local 1,Tipo 1,3374.2744
FDN56,5.46,Normal,0.10703694300000001,Frutas e Verduras,144.2786,OUT035,2004,Pequeno,Local 2,Tipo 1,288.9572
FDF04,17.5,Low Fat,0.0,Congelados,258.3304,OUT013,1987,Grande,Local 3,Tipo 1,3358.2952
FDJ44,12.3,Normal,0.10623876800000001,Frutas e Verduras,176.1396,OUT013,1987,Grande,Local 3,Tipo 1,3663.2316
FDA49,19.7,Low Fat,0.064921764,Enlatados,88.1198,OUT046,1997,Pequeno,Local 1,Tipo 1,1744.396
NCM43,14.5,Low Fat,0.019554705,Outros,162.421,OUT018,2009,Médio,Local 3,Tipo 2,1957.4520000000002
FDH19,19.35,Low Fat,0.033060937,Carnes,172.4738,OUT013,1987,Grande,Local 3,Tipo 1,1911.5118
FDS15,9.195,Normal,0.078181964,Carnes,106.7596,OUT049,1999,Médio,Local 1,Tipo 1,4098.6648
FDO50,16.25,Low Fat,0.0,Enlatados,90.2804,OUT018,2009,Médio,Local 3,Tipo 2,1653.8472
FDJ20,20.7,Normal,0.100583009,Frutas e Verduras,123.5388,OUT018,2009,Médio,Local 3,Tipo 2,1981.4208
DRK13,11.8,Low Fat,0.115167579,Refrigerantes,199.8084,OUT046,1997,Pequeno,Local 1,Tipo 1,2380.9008
FDQ45,9.5,Normal,0.010917052,Snacks,185.3608,OUT046,1997,Pequeno,Local 1,Tipo 1,2021.3688
FDQ10,12.85,Low Fat,0.033172957,Snacks,172.0422,OUT035,2004,Pequeno,Local 2,Tipo 1,5345.7082
FDM36,11.65,Normal,0.05871972599999999,Padaria,171.1422,OUT035,2004,Pequeno,Local 2,Tipo 1,2931.5174
FDN12,15.6,Low Fat,0.0,Padaria,111.8544,OUT018,2009,Médio,Local 3,Tipo 2,1454.1072
FDD50,18.85,Low Fat,0.141524348,Enlatados,168.4132,OUT013,1987,Grande,Local 3,Tipo 1,2874.9244
FDG17,6.865,Normal,0.035895934,Congelados,244.4486,OUT049,1999,Médio,Local 1,Tipo 1,6353.0636
FDY58,11.65,Low Fat,0.039980643999999996,Snacks,227.3694,OUT049,1999,Médio,Local 1,Tipo 1,4567.388
FDL46,20.35,Low Fat,0.054056927000000005,Snacks,116.8466,OUT046,1997,Pequeno,Local 1,Tipo 1,2356.9320000000002
FDC51,10.895,Normal,0.009636821,Laticínios,121.87299999999999,OUT049,1999,Médio,Local 1,Tipo 1,2463.46
FDF16,7.3,Low Fat,0.086266286,Congelados,147.2076,OUT049,1999,Médio,Local 1,Tipo 1,1921.4988
NCV54,11.1,Low Fat,0.033081388999999996,Itens para casa,116.5124,OUT013,1987,Grande,Local 3,Tipo 1,1066.6116
FDA23,9.8,Low Fat,0.047178116,Padaria,99.4016,OUT035,2004,Pequeno,Local 2,Tipo 1,2428.8384
FDZ21,17.6,Normal,0.039189221,Snacks,97.34100000000001,OUT013,1987,Grande,Local 3,Tipo 1,965.41
FDY22,16.5,Normal,0.160371305,Snacks,143.9128,OUT018,2009,Médio,Local 3,Tipo 2,1581.9408
DRF25,9.0,Low Fat,0.038925251,Refrigerantes,34.919000000000004,OUT046,1997,Pequeno,Local 1,Tipo 1,476.04699999999997
FDK20,12.6,Normal,0.041557653,Frutas e Verduras,124.5072,OUT046,1997,Pequeno,Local 1,Tipo 1,2450.144
DRD24,13.85,Low Fat,0.030795085,Refrigerantes,143.3154,OUT046,1997,Pequeno,Local 1,Tipo 1,1985.4156
FDD52,18.25,Normal,0.184041545,Laticínios,110.15700000000001,OUT018,2009,Médio,Local 3,Tipo 2,1867.569
FDH35,18.25,Low Fat,0.060198496,Alimentos com amido,162.9526,OUT013,1987,Grande,Local 3,Tipo 1,1151.1682
NCB42,11.8,Low Fat,0.008559556999999999,Saúde e Higiene,117.2492,OUT035,2004,Pequeno,Local 2,Tipo 1,2432.8332
FDQ14,9.27,Low Fat,0.061883352999999995,Laticínios,147.905,OUT049,1999,Médio,Local 1,Tipo 1,1647.855
DRN59,15.0,Low Fat,0.064241345,Bebidas fortes,45.206,OUT049,1999,Médio,Local 1,Tipo 1,792.302
NCR06,12.5,Low Fat,0.006759519,Itens para casa,42.8112,OUT013,1987,Grande,Local 3,Tipo 1,639.168
NCF42,17.35,Low Fat,0.16724376900000001,Itens para casa,176.2712,OUT013,1987,Grande,Local 3,Tipo 1,2988.1104
FDG24,7.975,Low Fat,0.01469075,Padaria,84.725,OUT018,2009,Médio,Local 3,Tipo 2,1747.725
FDB58,10.5,Normal,0.013551445,Snacks,142.0154,OUT018,2009,Médio,Local 3,Tipo 2,2410.8618
NCV41,14.35,Low Fat,0.017038776999999998,Saúde e Higiene,112.5228,OUT046,1997,Pequeno,Local 1,Tipo 1,1989.4104
FDN10,11.5,Low Fat,0.0,Snacks,119.5124,OUT018,2009,Médio,Local 3,Tipo 2,829.5868
FDY20,12.5,Normal,0.08208578700000001,Frutas e Verduras,92.2488,OUT018,2009,Médio,Local 3,Tipo 2,1358.2320000000002
NCX18,14.15,Low Fat,0.00879232,Itens para casa,195.011,OUT035,2004,Pequeno,Local 2,Tipo 1,1964.11
FDT12,6.215,Normal,0.049580407,Padaria,227.4062,OUT013,1987,Grande,Local 3,Tipo 1,5191.2426
FDD57,18.1,Low Fat,0.022399592000000003,Frutas e Verduras,96.0094,OUT046,1997,Pequeno,Local 1,Tipo 1,1808.9786
NCI31,20.0,Low Fat,0.0814536,Outros,36.819,OUT049,1999,Médio,Local 1,Tipo 1,768.9989999999999
FDZ48,17.75,Low Fat,0.07607772,Padaria,112.4544,OUT049,1999,Médio,Local 1,Tipo 1,2348.9424
FDI16,14.0,Normal,0.135775701,Congelados,54.56399999999999,OUT046,1997,Pequeno,Local 1,Tipo 1,1597.92
FDZ31,15.35,Normal,0.0,Frutas e Verduras,193.0504,OUT049,1999,Médio,Local 1,Tipo 1,2492.7552
FDD40,20.25,Normal,0.014793357,Laticínios,191.5162,OUT046,1997,Pequeno,Local 1,Tipo 1,3078.6592
FDL21,15.85,Normal,0.0071404680000000005,Snacks,40.848,OUT013,1987,Grande,Local 3,Tipo 1,679.1160000000001
FDS21,19.85,Normal,0.020858778999999997,Snacks,62.8194,OUT013,1987,Grande,Local 3,Tipo 1,928.791
FDM46,7.365,Low Fat,0.159937597,Snacks,93.912,OUT035,2004,Pequeno,Local 2,Tipo 1,1304.968
FDV39,11.3,Low Fat,0.007278511999999999,Carnes,196.7426,OUT035,2004,Pequeno,Local 2,Tipo 1,2768.3964
FDC56,7.72,Low Fat,0.12152072,Frutas e Verduras,118.244,OUT046,1997,Pequeno,Local 1,Tipo 1,958.752
NCJ29,10.6,Low Fat,0.035163639,Saúde e Higiene,84.4224,OUT013,1987,Grande,Local 3,Tipo 1,852.2239999999999
FDG59,15.85,Low Fat,0.043226398,Alimentos com amido,37.5164,OUT035,2004,Pequeno,Local 2,Tipo 1,270.3148
NCK05,20.1,Low Fat,0.077389797,Saúde e Higiene,60.8536,OUT013,1987,Grande,Local 3,Tipo 1,1347.5792
FDC10,9.8,Normal,0.072863893,Snacks,118.6098,OUT035,2004,Pequeno,Local 2,Tipo 1,843.5686
FDA10,20.35,Low Fat,0.141789197,Snacks,121.9072,OUT035,2004,Pequeno,Local 2,Tipo 1,1347.5792
FDJ41,6.85,Low Fat,0.022864238,Congelados,260.0594,OUT013,1987,Grande,Local 3,Tipo 1,6018.1662
FDL46,20.35,Low Fat,0.054011943,Snacks,116.5466,OUT013,1987,Grande,Local 3,Tipo 1,1885.5456
FDX33,9.195,Normal,0.117462619,Snacks,158.9578,OUT035,2004,Pequeno,Local 2,Tipo 1,2246.4092
NCL29,9.695,Low Fat,0.11411658,Saúde e Higiene,158.8604,OUT049,1999,Médio,Local 1,Tipo 1,4436.8912
FDM57,11.65,Normal,0.075849167,Snacks,85.1908,OUT046,1997,Pequeno,Local 1,Tipo 1,2181.1608
FDZ36,6.035,Normal,0.065729039,Padaria,188.324,OUT013,1987,Grande,Local 3,Tipo 1,1491.392
DRK01,7.63,Low Fat,0.061313057000000004,Refrigerantes,93.3436,OUT018,2009,Médio,Local 3,Tipo 2,1323.6104
FDO46,9.6,Normal,0.014270393999999999,Snacks,187.3872,OUT018,2009,Médio,Local 3,Tipo 2,2647.2208
DRI25,19.6,Low Fat,0.033901442000000004,Refrigerantes,56.2614,OUT046,1997,Pequeno,Local 1,Tipo 1,773.6596
DRH51,17.6,Low Fat,0.097198194,Laticínios,89.8856,OUT035,2004,Pequeno,Local 2,Tipo 1,351.5424
FDI50,8.42,Normal,0.030890617999999998,Enlatados,228.7352,OUT049,1999,Médio,Local 1,Tipo 1,5954.9152
FDB60,9.3,Low Fat,0.028498354,Padaria,195.8136,OUT013,1987,Grande,Local 3,Tipo 1,2332.9632
FDP09,19.75,Low Fat,0.033883448,Snacks,213.2902,OUT035,2004,Pequeno,Local 2,Tipo 1,4247.804
FDA20,6.78,Low Fat,0.06656564400000001,Frutas e Verduras,185.324,OUT013,1987,Grande,Local 3,Tipo 1,3914.9040000000005
FDJ26,15.3,Normal,0.08476519199999999,Enlatados,215.0218,OUT046,1997,Pequeno,Local 1,Tipo 1,1923.4962
FDZ25,15.7,Normal,0.027617046,Enlatados,168.27900000000002,OUT046,1997,Pequeno,Local 1,Tipo 1,4074.696
FDZ58,17.85,Low Fat,0.052166995,Snacks,121.7072,OUT035,2004,Pequeno,Local 2,Tipo 1,2817.6656
FDH50,15.0,Normal,0.161301097,Enlatados,185.1266,OUT013,1987,Grande,Local 3,Tipo 1,2213.1192
FDS19,13.8,Normal,0.064307102,Frutas e Verduras,77.3012,OUT049,1999,Médio,Local 1,Tipo 1,1593.9252
NCM06,7.475,Low Fat,0.076036381,Itens para casa,153.9656,OUT018,2009,Médio,Local 3,Tipo 2,2625.9152
FDG59,15.85,Low Fat,0.043234574000000005,Alimentos com amido,38.3164,OUT046,1997,Pequeno,Local 1,Tipo 1,540.6296
FDO57,20.75,Low Fat,0.109153001,Snacks,161.3578,OUT018,2009,Médio,Local 3,Tipo 2,4492.8184
NCJ30,5.82,Low Fat,0.08062523,Itens para casa,168.37900000000002,OUT035,2004,Pequeno,Local 2,Tipo 1,1188.453
FDC05,13.1,Normal,0.098938169,Congelados,195.7768,OUT049,1999,Médio,Local 1,Tipo 1,4138.6128
FDM08,10.1,Normal,0.0,Frutas e Verduras,225.1088,OUT013,1987,Grande,Local 3,Tipo 1,3579.3408
NCA41,16.75,Low Fat,0.032580547,Saúde e Higiene,192.1162,OUT035,2004,Pequeno,Local 2,Tipo 1,3848.324
FDX56,17.1,Normal,0.0,Frutas e Verduras,208.5638,OUT049,1999,Médio,Local 1,Tipo 1,5383.6588
FDT21,7.42,Low Fat,0.020391845,Snacks,248.9092,OUT046,1997,Pequeno,Local 1,Tipo 1,2241.0828
FDQ46,7.51,Low Fat,0.103813029,Snacks,113.7544,OUT046,1997,Pequeno,Local 1,Tipo 1,671.1264
FDX07,19.2,Normal,0.022914478,Frutas e Verduras,181.195,OUT035,2004,Pequeno,Local 2,Tipo 1,2380.235
FDN13,18.6,Low Fat,0.152058281,Café da manhã,99.9358,OUT046,1997,Pequeno,Local 1,Tipo 1,201.0716
NCP02,7.105,Low Fat,0.044991294,Itens para casa,59.2562,OUT018,2009,Médio,Local 3,Tipo 2,651.8182
FDZ49,11.0,Normal,0.13312044,Enlatados,221.5798,OUT035,2004,Pequeno,Local 2,Tipo 1,4187.2162
FDP48,7.52,Normal,0.044202545,Padaria,182.995,OUT018,2009,Médio,Local 3,Tipo 2,4394.28
FDI53,8.895,Normal,0.137858955,Congelados,162.1236,OUT049,1999,Médio,Local 1,Tipo 1,2577.9776
FDW02,4.805,Normal,0.037668051,Laticínios,126.7704,OUT013,1987,Grande,Local 3,Tipo 1,2628.5784
FDV32,7.785,Low Fat,0.089069748,Frutas e Verduras,62.751000000000005,OUT018,2009,Médio,Local 3,Tipo 2,1707.777
FDB15,10.895,Low Fat,0.137023446,Laticínios,263.7568,OUT049,1999,Médio,Local 1,Tipo 1,7646.0472
FDO48,15.0,Normal,0.026950104,Padaria,220.9456,OUT018,2009,Médio,Local 3,Tipo 2,1768.3648
NCR53,12.15,Low Fat,0.0,Saúde e Higiene,224.4404,OUT018,2009,Médio,Local 3,Tipo 2,5626.01
FDF56,16.7,Normal,0.119362812,Frutas e Verduras,180.3976,OUT013,1987,Grande,Local 3,Tipo 1,3078.6592
FDL57,15.1,Normal,0.067350054,Snacks,257.3304,OUT018,2009,Médio,Local 3,Tipo 2,3874.9559999999997
NCC31,8.02,Low Fat,0.0,Itens para casa,157.7972,OUT013,1987,Grande,Local 3,Tipo 1,1713.7692
FDE33,19.35,Normal,0.049712775,Frutas e Verduras,78.2644,OUT049,1999,Médio,Local 1,Tipo 1,1492.7236
DRE12,4.59,Low Fat,0.070780558,Refrigerantes,114.586,OUT046,1997,Pequeno,Local 1,Tipo 1,1245.046
NCS41,12.85,Low Fat,0.053527105,Saúde e Higiene,185.1608,OUT049,1999,Médio,Local 1,Tipo 1,2388.8904
FDM13,6.425,Low Fat,0.063122753,Café da manhã,131.3626,OUT013,1987,Grande,Local 3,Tipo 1,262.3252
FDQ56,6.59,Low Fat,0.105597316,Frutas e Verduras,83.4908,OUT046,1997,Pequeno,Local 1,Tipo 1,1342.2528
FDL40,17.7,Low Fat,0.011660463000000001,Congelados,96.541,OUT018,2009,Médio,Local 3,Tipo 2,2220.4429999999998
FDD47,7.6,Normal,0.142410775,Alimentos com amido,171.9448,OUT046,1997,Pequeno,Local 1,Tipo 1,3749.7856
DRE03,19.6,Low Fat,0.024226902,Laticínios,48.7718,OUT046,1997,Pequeno,Local 1,Tipo 1,236.359
FDE20,11.35,Normal,0.005530516,Frutas e Verduras,171.179,OUT046,1997,Pequeno,Local 1,Tipo 1,4923.590999999999
NCT06,17.1,Low Fat,0.038705317,Itens para casa,165.0842,OUT013,1987,Grande,Local 3,Tipo 1,2320.9788
FDY24,4.88,Normal,0.0,Padaria,53.1298,OUT035,2004,Pequeno,Local 2,Tipo 1,808.947
FDJ55,12.8,Normal,0.023626808,Carnes,223.2404,OUT018,2009,Médio,Local 3,Tipo 2,2475.4444
FDD44,8.05,Normal,0.078719835,Frutas e Verduras,258.5646,OUT018,2009,Médio,Local 3,Tipo 2,3091.9752
FDD10,20.6,Normal,0.046208155,Snacks,178.0344,OUT018,2009,Médio,Local 3,Tipo 2,1605.9096
FDA39,6.32,Low Fat,0.012769753,Carnes,39.9822,OUT018,2009,Médio,Local 3,Tipo 2,78.5644
FDB36,5.465,Normal,0.048486800999999996,Padaria,131.2626,OUT013,1987,Grande,Local 3,Tipo 1,3410.2276
FDJ36,14.5,Normal,0.128459481,Padaria,102.0332,OUT049,1999,Médio,Local 1,Tipo 1,2050.6639999999998
NCB55,15.7,Low Fat,0.161317495,Itens para casa,57.5562,OUT018,2009,Médio,Local 3,Tipo 2,829.5868
FDX27,20.7,Normal,0.11429451199999999,Laticínios,94.9436,OUT049,1999,Médio,Local 1,Tipo 1,1229.0668
FDB08,6.055,Low Fat,0.031103357,Frutas e Verduras,159.9578,OUT046,1997,Pequeno,Local 1,Tipo 1,2727.7826
FDX43,5.655,Low Fat,0.08527498800000001,Frutas e Verduras,165.05,OUT046,1997,Pequeno,Local 1,Tipo 1,2330.3
FDA20,6.78,Low Fat,0.066892471,Frutas e Verduras,186.424,OUT018,2009,Médio,Local 3,Tipo 2,1304.968
FDB08,6.055,Low Fat,0.031230058999999998,Frutas e Verduras,160.3578,OUT018,2009,Médio,Local 3,Tipo 2,1765.0358
DRK49,14.15,Low Fat,0.035943717,Refrigerantes,40.5138,OUT046,1997,Pequeno,Local 1,Tipo 1,446.7518
FDR37,16.5,Normal,0.06619442,Café da manhã,184.4292,OUT013,1987,Grande,Local 3,Tipo 1,3101.2964
FDG56,13.3,Normal,0.07143905099999999,Frutas e Verduras,61.0536,OUT035,2004,Pequeno,Local 2,Tipo 1,1898.8616
FDE34,9.195,Low Fat,0.108059141,Snacks,181.7634,OUT049,1999,Médio,Local 1,Tipo 1,6179.9556
FDT58,9.0,Low Fat,0.085938463,Snacks,168.6816,OUT035,2004,Pequeno,Local 2,Tipo 1,1342.2528
FDR03,15.7,Normal,0.008734284,Carnes,207.898,OUT035,2004,Pequeno,Local 2,Tipo 1,3095.97
NCL30,18.1,Low Fat,0.049016517,Itens para casa,128.7336,OUT049,1999,Médio,Local 1,Tipo 1,2173.1712
FDP45,15.7,Normal,0.030672457,Snacks,253.1724,OUT049,1999,Médio,Local 1,Tipo 1,5285.1204
FDS15,9.195,Normal,0.07799564099999999,Carnes,107.1596,OUT013,1987,Grande,Local 3,Tipo 1,2804.3496
NCV30,20.2,Low Fat,0.066200667,Itens para casa,61.451,OUT018,2009,Médio,Local 3,Tipo 2,126.50200000000001
FDO10,13.65,Normal,0.012751700000000001,Snacks,55.5588,OUT046,1997,Pequeno,Local 1,Tipo 1,1603.2464
FDQ03,15.0,Normal,0.07794933400000001,Carnes,238.7248,OUT013,1987,Grande,Local 3,Tipo 1,2133.2232
NCC55,10.695,Low Fat,0.06402288099999999,Itens para casa,36.0848,OUT018,2009,Médio,Local 3,Tipo 2,372.848
FDI16,14.0,Normal,0.136328794,Congelados,54.864,OUT018,2009,Médio,Local 3,Tipo 2,319.584
FDB44,6.655,Low Fat,0.016958832,Frutas e Verduras,210.0586,OUT046,1997,Pequeno,Local 1,Tipo 1,4221.1720000000005
FDA25,16.5,Normal,0.068125756,Enlatados,101.199,OUT046,1997,Pequeno,Local 1,Tipo 1,1031.99
FDV33,9.6,Normal,0.02734361,Snacks,257.8304,OUT046,1997,Pequeno,Local 1,Tipo 1,1808.3128
FDX47,6.55,Normal,0.034658144,Pães,155.8288,OUT049,1999,Médio,Local 1,Tipo 1,1099.9016
FDV57,15.25,Normal,0.065841719,Snacks,179.86599999999999,OUT013,1987,Grande,Local 3,Tipo 1,2696.49
FDB02,9.695,Normal,0.029158762999999997,Enlatados,174.537,OUT035,2004,Pequeno,Local 2,Tipo 1,1235.059
FDX02,16.0,Low Fat,0.05706009,Laticínios,225.0404,OUT046,1997,Pequeno,Local 1,Tipo 1,4950.8888
NCL18,18.85,Low Fat,0.167844438,Itens para casa,193.9136,OUT049,1999,Médio,Local 1,Tipo 1,3110.6176
NCU05,11.8,Low Fat,0.058827557,Saúde e Higiene,80.8618,OUT049,1999,Médio,Local 1,Tipo 1,1288.9888
FDI56,7.325,Low Fat,0.093765794,Frutas e Verduras,90.3146,OUT018,2009,Médio,Local 3,Tipo 2,1733.0774
DRL11,10.5,Low Fat,0.048092816,Bebidas fortes,159.2946,OUT049,1999,Médio,Local 1,Tipo 1,1893.5352
FDO09,13.5,Normal,0.125469442,Snacks,264.491,OUT049,1999,Médio,Local 1,Tipo 1,6574.775
DRJ49,6.865,Low Fat,0.01405025,Refrigerantes,128.9652,OUT018,2009,Médio,Local 3,Tipo 2,1679.1476
FDP26,7.785,Low Fat,0.139436695,Laticínios,103.0306,OUT013,1987,Grande,Local 3,Tipo 1,2404.2038
FDO19,17.7,Normal,0.016593506,Frutas e Verduras,46.9034,OUT035,2004,Pequeno,Local 2,Tipo 1,972.068
FDG02,7.855,Low Fat,0.011261165,Enlatados,189.5188,OUT046,1997,Pequeno,Local 1,Tipo 1,1904.1879999999999
FDO32,6.36,Low Fat,0.120520818,Frutas e Verduras,45.906000000000006,OUT035,2004,Pequeno,Local 2,Tipo 1,419.454
FDR34,17.0,Normal,0.015965308,Snacks,229.4352,OUT046,1997,Pequeno,Local 1,Tipo 1,4809.7392
FDU59,5.78,Low Fat,0.09638622699999999,Pães,163.5552,OUT046,1997,Pequeno,Local 1,Tipo 1,1787.0072
FDE08,18.2,Low Fat,0.049520592999999995,Frutas e Verduras,147.3734,OUT018,2009,Médio,Local 3,Tipo 2,2375.5744
FDK52,18.25,Low Fat,0.079152918,Congelados,223.8062,OUT013,1987,Grande,Local 3,Tipo 1,4288.4178
FDW11,12.6,Low Fat,0.048741487,Pães,60.4194,OUT013,1987,Grande,Local 3,Tipo 1,990.7104
FDC03,8.575,Normal,0.071958197,Laticínios,195.3794,OUT049,1999,Médio,Local 1,Tipo 1,3511.4292
