state,number,Month
Bahia,157.0,1999-2
Bahia,32.0,2000-2
Bahia,101.0,2001-2
Bahia,204.0,2002-2
Bahia,223.0,2003-2
Bahia,122.0,2004-2
Bahia,143.0,2005-2
Bahia,277.0,2006-2
Bahia,113.0,2007-2
Bahia,235.0,2008-2
Bahia,117.0,2009-2
Bahia,206.0,2010-2
Bahia,156.0,2011-2
Bahia,200.0,2012-2
Bahia,231.0,2013-2
Bahia,107.0,2014-2
Bahia,143.0,2015-2
Bahia,418.0,2016-2
Bahia,100.0,2017-2
Bahia,0.0,1998-3
Bahia,83.0,1999-3
Bahia,65.0,2000-3
Bahia,4.0,2001-3
Bahia,146.0,2002-3
Bahia,274.0,2003-3
Bahia,115.0,2004-3
Bahia,158.0,2005-3
Bahia,199.0,2006-3
Bahia,141.0,2007-3
Bahia,135.0,2008-3
Bahia,249.0,2009-3
Bahia,156.0,2010-3
Bahia,90.0,2011-3
Bahia,404.0,2012-3
Bahia,363.0,2013-3
Bahia,148.0,2014-3
Bahia,229.0,2015-3
Bahia,281.0,2016-3
Bahia,163.0,2017-3
Bahia,0.0,1998-4
Bahia,55.0,1999-4
Bahia,23.0,2000-4
Bahia,26.0,2001-4
Bahia,110.0,2002-4
Bahia,376.0,2003-4
Bahia,89.0,2004-4
Bahia,76.0,2005-4
Bahia,60.0,2006-4
Bahia,64.0,2007-4
Bahia,151.0,2008-4
Bahia,40.0,2009-4
Bahia,103.0,2010-4
Bahia,149.0,2011-4
Bahia,396.0,2012-4
Bahia,108.0,2013-4
Bahia,183.0,2014-4
Bahia,190.0,2015-4
Bahia,217.0,2016-4
Bahia,94.0,2017-4
Bahia,0.0,1998-5
Bahia,76.0,1999-5
Bahia,71.0,2000-5
Bahia,85.0,2001-5
Bahia,166.0,2002-5
Bahia,106.0,2003-5
Bahia,124.0,2004-5
Bahia,120.0,2005-5
Bahia,43.0,2006-5
Bahia,161.0,2007-5
Bahia,56.0,2008-5
Bahia,34.0,2009-5
Bahia,198.0,2010-5
Bahia,189.0,2011-5
Bahia,326.0,2012-5
Bahia,141.0,2013-5
Bahia,224.0,2014-5
Bahia,144.0,2015-5
Bahia,259.0,2016-5
Bahia,121.0,2017-5
Bahia,55.0,1998-6
Bahia,64.0,1999-6
Bahia,178.0,2000-6
Bahia,98.0,2001-6
Bahia,118.0,2002-6
Bahia,140.0,2003-6
Bahia,289.0,2004-6
Bahia,211.0,2005-6
Bahia,68.0,2006-6
Bahia,270.0,2007-6
Bahia,72.0,2008-6
Bahia,92.0,2009-6
Bahia,192.0,2010-6
Bahia,345.0,2011-6
Bahia,385.0,2012-6
Bahia,208.0,2013-6
Bahia,243.0,2014-6
Bahia,242.0,2015-6
Bahia,416.0,2016-6
Bahia,329.0,2017-6
Bahia,219.0,1998-7
Bahia,107.0,1999-7
Bahia,202.0,2000-7
Bahia,248.0,2001-7
Bahia,549.0,2002-7
Bahia,261.0,2003-7
Bahia,310.0,2004-7
Bahia,269.0,2005-7
Bahia,229.0,2006-7
Bahia,811.0,2007-7
Bahia,271.0,2008-7
Bahia,321.0,2009-7
Bahia,519.0,2010-7
Bahia,578.0,2011-7
Bahia,906.0,2012-7
Bahia,362.0,2013-7
Bahia,249.0,2014-7
Bahia,306.0,2015-7
Bahia,345.0,2016-7
Bahia,300.0,2017-7
Bahia,815.0,1998-8
Bahia,453.0,1999-8
Bahia,633.0,2000-8
Bahia,979.0,2001-8
Bahia,1.827,2002-8
Bahia,1.0390000000000001,2003-8
Bahia,1.43,2004-8
Bahia,948.0,2005-8
Bahia,995.0,2006-8
Bahia,3.734,2007-8
Bahia,611.0,2008-8
Bahia,439.0,2009-8
Bahia,2.423,2010-8
Bahia,1.795,2011-8
Bahia,1.835,2012-8
Bahia,610.0,2013-8
Bahia,674.0,2014-8
Bahia,829.0,2015-8
Bahia,724.0,2016-8
Bahia,1.018,2017-8
Bahia,2.718,1998-9
Bahia,1.275,1999-9
Bahia,2.285,2000-9
Bahia,3.964,2001-9
Bahia,6.439,2002-9
Bahia,8.847000000000001,2003-9
Bahia,6.433,2004-9
Bahia,4.066,2005-9
Bahia,3.0060000000000002,2006-9
Bahia,7.438,2007-9
Bahia,4.837,2008-9
Bahia,3.61,2009-9
Bahia,5.3229999999999995,2010-9
Bahia,7.086,2011-9
Bahia,7.495,2012-9
Bahia,2.681,2013-9
Bahia,2.6039999999999996,2014-9
Bahia,7.956,2015-9
Bahia,1.819,2016-9
Bahia,1.791,2017-9
Bahia,1.969,1998-10
Bahia,1.307,1999-10
Bahia,3.35,2000-10
Bahia,1.6869999999999998,2001-10
Bahia,5.414,2002-10
Bahia,4.263999999999999,2003-10
Bahia,4.81,2004-10
Bahia,8.405,2005-10
Bahia,2.079,2006-10
Bahia,4.981,2007-10
Bahia,7.691,2008-10
Bahia,2.552,2009-10
Bahia,5.263999999999999,2010-10
Bahia,2.166,2011-10
Bahia,4.607,2012-10
Bahia,1.969,2013-10
Bahia,2.763,2014-10
Bahia,4.989,2015-10
Bahia,1.415,2016-10
Bahia,4.005,2017-10
Bahia,49.0,1998-11
Bahia,49.0,1999-11
Bahia,114.0,2000-11
Bahia,699.0,2001-11
Bahia,1.02,2002-11
Bahia,533.0,2003-11
Bahia,1.736,2004-11
Bahia,1.595,2005-11
Bahia,239.0,2006-11
Bahia,2.126,2007-11
Bahia,3.175,2008-11
Bahia,402.0,2009-11
Bahia,605.0,2010-11
Bahia,176.0,2011-11
Bahia,168.0,2012-11
Bahia,288.0,2013-11
Bahia,348.0,2014-11
Bahia,1.705,2015-11
Bahia,408.0,2016-11
Bahia,174.0,2017-11
Bahia,82.0,1998-12
Bahia,37.0,1999-12
Bahia,24.0,2000-12
Bahia,158.0,2001-12
Bahia,848.0,2002-12
Bahia,710.0,2003-12
Bahia,423.0,2004-12
Bahia,116.0,2005-12
Bahia,169.0,2006-12
Bahia,259.0,2007-12
Bahia,52.0,2008-12
Bahia,308.0,2009-12
Bahia,226.0,2010-12
Bahia,230.0,2011-12
Bahia,477.0,2012-12
Bahia,131.0,2013-12
Bahia,144.0,2014-12
Bahia,1.4080000000000001,2015-12
Bahia,164.0,2016-12
Ceara,0.0,1998-1
Ceara,47.0,1999-1
Ceara,1.0,2000-1
Ceara,11.0,2001-1
Ceara,33.0,2002-1
Ceara,264.0,2003-1
Ceara,143.0,2004-1
Ceara,384.0,2005-1
Ceara,211.0,2006-1
Ceara,304.0,2007-1
Ceara,166.0,2008-1
Ceara,347.0,2009-1
Ceara,288.0,2010-1
Ceara,32.0,2011-1
Ceara,273.0,2012-1
Ceara,103.0,2013-1
Ceara,115.0,2014-1
Ceara,207.0,2015-1
Ceara,100.0,2016-1
Ceara,91.0,2017-1
Ceara,0.0,1998-2
Ceara,16.0,1999-2
Ceara,6.0,2000-2
Ceara,0.0,2001-2
Ceara,75.0,2002-2
Ceara,9.0,2003-2
Ceara,5.0,2004-2
Ceara,25.0,2005-2
Ceara,23.0,2006-2
Ceara,3.0,2007-2
Ceara,12.0,2008-2
Ceara,8.0,2009-2
Ceara,63.0,2010-2
Ceara,2.0,2011-2
Ceara,41.0,2012-2
Ceara,49.0,2013-2
Ceara,18.0,2014-2
Ceara,25.0,2015-2
Ceara,13.0,2016-2
Ceara,9.0,2017-2
Ceara,0.0,1998-3
Ceara,30.0,1999-3
Ceara,9.0,2000-3
Ceara,0.0,2001-3
Ceara,17.0,2002-3
Ceara,3.0,2003-3
Ceara,1.0,2004-3
Ceara,5.0,2005-3
Ceara,3.0,2006-3
Ceara,2.0,2007-3
Ceara,2.0,2008-3
Ceara,3.0,2009-3
Ceara,40.0,2010-3
Ceara,6.0,2011-3
Ceara,10.0,2012-3
Ceara,17.0,2013-3
Ceara,6.0,2014-3
Ceara,20.0,2015-3
Ceara,4.0,2016-3
Ceara,4.0,2017-3
Ceara,0.0,1998-4
Ceara,6.0,1999-4
Ceara,15.0,2000-4
Ceara,2.0,2001-4
Ceara,5.0,2002-4
Ceara,3.0,2003-4
Ceara,2.0,2004-4
Ceara,4.0,2005-4
Ceara,1.0,2006-4
Ceara,1.0,2007-4
Ceara,0.0,2008-4
Ceara,0.0,2009-4
Ceara,7.0,2010-4
Ceara,1.0,2011-4
Ceara,2.0,2012-4
Ceara,4.0,2013-4
Ceara,4.0,2014-4
Ceara,3.0,2015-4
Ceara,10.0,2016-4
Ceara,6.0,2017-4
Ceara,0.0,1998-5
Ceara,5.0,1999-5
Ceara,7.0,2000-5
Ceara,81.0,2001-5
Ceara,10.0,2002-5
Ceara,0.0,2003-5
Ceara,3.0,2004-5
Ceara,1.0,2005-5
Ceara,0.0,2006-5
Ceara,0.0,2007-5
Ceara,0.0,2008-5
Ceara,0.0,2009-5
Ceara,2.0,2010-5
Ceara,0.0,2011-5
Ceara,19.0,2012-5
Ceara,4.0,2013-5
Ceara,4.0,2014-5
Ceara,17.0,2015-5
Ceara,8.0,2016-5
Ceara,9.0,2017-5
Ceara,1.0,1998-6
Ceara,16.0,1999-6
Ceara,16.0,2000-6
Ceara,38.0,2001-6
Ceara,13.0,2002-6
Ceara,2.0,2003-6
Ceara,1.0,2004-6
Ceara,6.0,2005-6
Ceara,0.0,2006-6
Ceara,1.0,2007-6
Ceara,1.0,2008-6
Ceara,0.0,2009-6
Ceara,3.0,2010-6
Ceara,5.0,2011-6
Ceara,28.0,2012-6
Ceara,5.0,2013-6
Ceara,19.0,2014-6
Ceara,22.0,2015-6
Ceara,45.0,2016-6
Ceara,23.0,2017-6
Ceara,76.0,1998-7
Ceara,83.0,1999-7
Ceara,18.0,2000-7
Ceara,146.0,2001-7
Ceara,12.0,2002-7
Ceara,14.0,2003-7
Ceara,16.0,2004-7
Ceara,14.0,2005-7
Ceara,1.0,2006-7
Ceara,11.0,2007-7
Ceara,3.0,2008-7
Ceara,7.0,2009-7
Ceara,44.0,2010-7
Ceara,18.0,2011-7
Ceara,50.0,2012-7
Ceara,4.0,2013-7
Ceara,47.0,2014-7
Ceara,25.0,2015-7
Ceara,124.0,2016-7
Ceara,26.0,2017-7
Ceara,93.0,1998-8
Ceara,131.0,1999-8
Ceara,79.0,2000-8
Ceara,219.0,2001-8
Ceara,111.0,2002-8
Ceara,109.0,2003-8
Ceara,61.0,2004-8
Ceara,51.0,2005-8
Ceara,50.0,2006-8
Ceara,182.0,2007-8
Ceara,32.0,2008-8
Ceara,26.0,2009-8
Ceara,202.0,2010-8
Ceara,53.0,2011-8
Ceara,278.0,2012-8
Ceara,32.0,2013-8
Ceara,155.0,2014-8
Ceara,127.0,2015-8
Ceara,293.0,2016-8
Ceara,121.0,2017-8
Ceara,590.0,1998-9
Ceara,124.0,1999-9
Ceara,127.0,2000-9
Ceara,801.0,2001-9
Ceara,172.0,2002-9
Ceara,384.0,2003-9
Ceara,144.0,2004-9
Ceara,185.0,2005-9
Ceara,237.0,2006-9
Ceara,241.0,2007-9
Ceara,177.0,2008-9
Ceara,101.0,2009-9
Ceara,357.0,2010-9
Ceara,239.0,2011-9
Ceara,609.0,2012-9
Ceara,177.0,2013-9
Ceara,155.0,2014-9
Ceara,214.0,2015-9
Ceara,370.0,2016-9
Ceara,505.0,2017-9
Ceara,1.014,1998-10
Ceara,309.0,1999-10
Ceara,875.0,2000-10
Ceara,2.045,2001-10
Ceara,1.6059999999999999,2002-10
Ceara,1.761,2003-10
Ceara,1.217,2004-10
Ceara,1.3780000000000001,2005-10
Ceara,581.0,2006-10
Ceara,964.0,2007-10
Ceara,816.0,2008-10
Ceara,435.0,2009-10
Ceara,502.0,2010-10
Ceara,415.0,2011-10
Ceara,1.104,2012-10
Ceara,466.0,2013-10
Ceara,517.0,2014-10
Ceara,658.0,2015-10
Ceara,1.31,2016-10
Ceara,949.0,2017-10
Ceara,575.0,1998-11
Ceara,524.0,1999-11
Ceara,669.0,2000-11
Ceara,2.456,2001-11
Ceara,2.715,2002-11
Ceara,3.327,2003-11
Ceara,2.9,2004-11
Ceara,2.483,2005-11
Ceara,1.012,2006-11
Ceara,1.443,2007-11
Ceara,1.7530000000000001,2008-11
Ceara,1.653,2009-11
Ceara,1.652,2010-11
Ceara,1.561,2011-11
Ceara,995.0,2012-11
Ceara,1.081,2013-11
Ceara,829.0,2014-11
Ceara,1.081,2015-11
Ceara,1.328,2016-11
Ceara,812.0,2017-11
Ceara,276.0,1998-12
Ceara,397.0,1999-12
Ceara,389.0,2000-12
Ceara,545.0,2001-12
Ceara,1.787,2002-12
Ceara,2.436,2003-12
Ceara,3.158,2004-12
Ceara,1.36,2005-12
Ceara,1.161,2006-12
Ceara,1.177,2007-12
Ceara,1.655,2008-12
Ceara,1.9869999999999999,2009-12
Ceara,578.0,2010-12
Ceara,1.4409999999999998,2011-12
Ceara,631.0,2012-12
Ceara,956.0,2013-12
Ceara,643.0,2014-12
Ceara,1.021,2015-12
Ceara,819.0,2016-12
Distrito Federal,0.0,1998-1
Distrito Federal,0.0,1999-1
Distrito Federal,0.0,2000-1
Distrito Federal,0.0,2001-1
Distrito Federal,0.0,2002-1
Distrito Federal,0.0,2003-1
Distrito Federal,0.0,2004-1
Distrito Federal,0.0,2005-1
Distrito Federal,0.0,2006-1
Distrito Federal,0.0,2007-1
Distrito Federal,0.0,2008-1
Distrito Federal,1.0,2009-1
Distrito Federal,2.0,2010-1
Distrito Federal,2.0,2011-1
Distrito Federal,0.0,2012-1
Distrito Federal,0.0,2013-1
Distrito Federal,0.0,2014-1
Distrito Federal,1.0,2015-1
Distrito Federal,1.0,2016-1
Distrito Federal,1.0,2017-1
Distrito Federal,0.0,1998-2
Distrito Federal,2.0,1999-2
Distrito Federal,0.0,2000-2
Distrito Federal,1.0,2001-2
Distrito Federal,0.0,2002-2
Distrito Federal,1.0,2003-2
Distrito Federal,0.0,2004-2
Distrito Federal,0.0,2005-2
Distrito Federal,0.0,2006-2
Distrito Federal,0.0,2007-2
Distrito Federal,0.0,2008-2
Distrito Federal,0.0,2009-2
Distrito Federal,4.0,2010-2
Distrito Federal,1.0,2011-2
Distrito Federal,0.0,2012-2
Distrito Federal,1.0,2013-2
Distrito Federal,1.0,2014-2
Distrito Federal,0.0,2015-2
Distrito Federal,2.0,2016-2
Distrito Federal,0.0,2017-2
Distrito Federal,0.0,1998-3
Distrito Federal,0.0,1999-3
Distrito Federal,0.0,2000-3
Distrito Federal,0.0,2001-3
Distrito Federal,0.0,2002-3
Distrito Federal,0.0,2003-3
Distrito Federal,0.0,2004-3
Distrito Federal,0.0,2005-3
Distrito Federal,0.0,2006-3
Distrito Federal,1.0,2007-3
Distrito Federal,2.0,2008-3
Distrito Federal,0.0,2009-3
Distrito Federal,0.0,2010-3
Distrito Federal,0.0,2011-3
Distrito Federal,0.0,2012-3
Distrito Federal,1.0,2013-3
Distrito Federal,1.0,2014-3
Distrito Federal,0.0,2015-3
Distrito Federal,1.0,2016-3
Distrito Federal,0.0,2017-3
Distrito Federal,0.0,1998-4
Distrito Federal,0.0,1999-4
Distrito Federal,0.0,2000-4
Distrito Federal,0.0,2001-4
Distrito Federal,1.0,2002-4
Distrito Federal,0.0,2003-4
Distrito Federal,1.0,2004-4
Distrito Federal,0.0,2005-4
Distrito Federal,0.0,2006-4
Distrito Federal,0.0,2007-4
Distrito Federal,1.0,2008-4
Distrito Federal,0.0,2009-4
Distrito Federal,8.0,2010-4
Distrito Federal,1.0,2011-4
Distrito Federal,4.0,2012-4
Distrito Federal,1.0,2013-4
Distrito Federal,2.0,2014-4
Distrito Federal,0.0,2015-4
Distrito Federal,5.0,2016-4
Distrito Federal,1.0,2017-4
Distrito Federal,0.0,1998-5
Distrito Federal,0.0,1999-5
Distrito Federal,2.0,2000-5
Distrito Federal,0.0,2001-5
Distrito Federal,1.0,2002-5
Distrito Federal,0.0,2003-5
Distrito Federal,9.0,2004-5
Distrito Federal,2.0,2005-5
Distrito Federal,3.0,2006-5
Distrito Federal,4.0,2007-5
Distrito Federal,6.0,2008-5
Distrito Federal,9.0,2009-5
Distrito Federal,23.0,2010-5
Distrito Federal,3.0,2011-5
Distrito Federal,0.0,2012-5
Distrito Federal,2.0,2013-5
Distrito Federal,9.0,2014-5
Distrito Federal,2.0,2015-5
Distrito Federal,15.0,2016-5
Distrito Federal,6.0,2017-5
Distrito Federal,2.0,1998-6
Distrito Federal,3.0,1999-6
Distrito Federal,1.0,2000-6
Distrito Federal,3.0,2001-6
Distrito Federal,7.0,2002-6
Distrito Federal,11.0,2003-6
Distrito Federal,6.0,2004-6
Distrito Federal,3.0,2005-6
Distrito Federal,2.0,2006-6
Distrito Federal,21.0,2007-6
Distrito Federal,0.0,2008-6
Distrito Federal,4.0,2009-6
Distrito Federal,21.0,2010-6
Distrito Federal,18.0,2011-6
Distrito Federal,6.0,2012-6
Distrito Federal,4.0,2013-6
Distrito Federal,6.0,2014-6
Distrito Federal,1.0,2015-6
Distrito Federal,42.0,2016-6
Distrito Federal,23.0,2017-6
Distrito Federal,17.0,1998-7
Distrito Federal,4.0,1999-7
Distrito Federal,15.0,2000-7
Distrito Federal,22.0,2001-7
Distrito Federal,33.0,2002-7
Distrito Federal,19.0,2003-7
Distrito Federal,37.0,2004-7
Distrito Federal,24.0,2005-7
Distrito Federal,10.0,2006-7
Distrito Federal,25.0,2007-7
Distrito Federal,12.0,2008-7
Distrito Federal,33.0,2009-7
Distrito Federal,85.0,2010-7
Distrito Federal,53.0,2011-7
Distrito Federal,29.0,2012-7
Distrito Federal,22.0,2013-7
Distrito Federal,27.0,2014-7
Distrito Federal,15.0,2015-7
Distrito Federal,79.0,2016-7
Distrito Federal,44.0,2017-7
Distrito Federal,48.0,1998-8
Distrito Federal,16.0,1999-8
Distrito Federal,9.0,2000-8
Distrito Federal,25.0,2001-8
Distrito Federal,53.0,2002-8
Distrito Federal,36.0,2003-8
Distrito Federal,108.0,2004-8
Distrito Federal,20.0,2005-8
Distrito Federal,40.0,2006-8
Distrito Federal,137.0,2007-8
Distrito Federal,30.0,2008-8
Distrito Federal,37.0,2009-8
Distrito Federal,159.0,2010-8
Distrito Federal,61.0,2011-8
Distrito Federal,55.0,2012-8
Distrito Federal,34.0,2013-8
Distrito Federal,99.0,2014-8
Distrito Federal,53.0,2015-8
Distrito Federal,29.0,2016-8
Distrito Federal,147.0,2017-8
Distrito Federal,33.0,1998-9
Distrito Federal,12.0,1999-9
Distrito Federal,3.0,2000-9
Distrito Federal,12.0,2001-9
Distrito Federal,33.0,2002-9
Distrito Federal,17.0,2003-9
Distrito Federal,100.0,2004-9
Distrito Federal,23.0,2005-9
Distrito Federal,20.0,2006-9
Distrito Federal,73.0,2007-9
Distrito Federal,54.0,2008-9
Distrito Federal,5.0,2009-9
Distrito Federal,196.0,2010-9
Distrito Federal,133.0,2011-9
Distrito Federal,64.0,2012-9
Distrito Federal,31.0,2013-9
Distrito Federal,72.0,2014-9
Distrito Federal,76.0,2015-9
Distrito Federal,58.0,2016-9
Distrito Federal,122.0,2017-9
Distrito Federal,3.0,1998-10
Distrito Federal,8.0,1999-10
Distrito Federal,18.0,2000-10
Distrito Federal,0.0,2001-10
Distrito Federal,19.0,2002-10
Distrito Federal,12.0,2003-10
Distrito Federal,18.0,2004-10
Distrito Federal,18.0,2005-10
Distrito Federal,1.0,2006-10
Distrito Federal,13.0,2007-10
Distrito Federal,6.0,2008-10
Distrito Federal,3.0,2009-10
Distrito Federal,6.0,2010-10
Distrito Federal,0.0,2011-10
Distrito Federal,15.0,2012-10
Distrito Federal,3.0,2013-10
Distrito Federal,34.0,2014-10
Distrito Federal,21.0,2015-10
Distrito Federal,9.0,2016-10
Distrito Federal,66.0,2017-10
Distrito Federal,0.0,1998-11
Distrito Federal,1.0,1999-11
Distrito Federal,0.0,2000-11
Distrito Federal,0.0,2001-11
Distrito Federal,1.0,2002-11
Distrito Federal,0.0,2003-11
Distrito Federal,0.0,2004-11
Distrito Federal,2.0,2005-11
Distrito Federal,0.0,2006-11
Distrito Federal,0.0,2007-11
Distrito Federal,4.0,2008-11
Distrito Federal,0.0,2009-11
Distrito Federal,0.0,2010-11
Distrito Federal,1.0,2011-11
Distrito Federal,0.0,2012-11
Distrito Federal,0.0,2013-11
Distrito Federal,0.0,2014-11
Distrito Federal,3.0,2015-11
Distrito Federal,1.0,2016-11
Distrito Federal,0.0,2017-11
Distrito Federal,0.0,1998-12
Distrito Federal,0.0,1999-12
Distrito Federal,0.0,2000-12
Distrito Federal,1.0,2001-12
Distrito Federal,1.0,2002-12
Distrito Federal,0.0,2003-12
Distrito Federal,0.0,2004-12
Distrito Federal,0.0,2005-12
Distrito Federal,0.0,2006-12
Distrito Federal,0.0,2007-12
Distrito Federal,0.0,2008-12
Distrito Federal,0.0,2009-12
Distrito Federal,1.0,2010-12
Distrito Federal,0.0,2011-12
Distrito Federal,0.0,2012-12
Distrito Federal,2.0,2013-12
Distrito Federal,0.0,2014-12
Distrito Federal,0.0,2015-12
Distrito Federal,0.0,2016-12
Espirito Santo,0.0,1998-1
Espirito Santo,33.0,1999-1
Espirito Santo,5.0,2000-1
Espirito Santo,1.0,2001-1
Espirito Santo,2.0,2002-1
Espirito Santo,4.0,2003-1
Espirito Santo,1.0,2004-1
Espirito Santo,4.0,2005-1
Espirito Santo,13.0,2006-1
Espirito Santo,0.0,2007-1
Espirito Santo,12.0,2008-1
Espirito Santo,4.0,2009-1
Espirito Santo,52.0,2010-1
Espirito Santo,3.0,2011-1
Espirito Santo,1.0,2012-1
Espirito Santo,10.0,2013-1
Espirito Santo,11.0,2014-1
Espirito Santo,76.0,2015-1
Espirito Santo,43.0,2016-1
Espirito Santo,13.0,2017-1
Espirito Santo,0.0,1998-2
Espirito Santo,10.0,1999-2
Espirito Santo,5.0,2000-2
Espirito Santo,5.0,2001-2
Espirito Santo,4.0,2002-2
Espirito Santo,11.0,2003-2
Espirito Santo,5.0,2004-2
Espirito Santo,1.0,2005-2
Espirito Santo,45.0,2006-2
Espirito Santo,3.0,2007-2
Espirito Santo,20.0,2008-2
Espirito Santo,12.0,2009-2
Espirito Santo,15.0,2010-2
Espirito Santo,42.0,2011-2
Espirito Santo,25.0,2012-2
Espirito Santo,15.0,2013-2
Espirito Santo,17.0,2014-2
Espirito Santo,60.0,2015-2
Espirito Santo,24.0,2016-2
Espirito Santo,8.0,2017-2
Espirito Santo,0.0,1998-3
Espirito Santo,8.0,1999-3
Espirito Santo,1.0,2000-3
Espirito Santo,2.0,2001-3
Espirito Santo,4.0,2002-3
Espirito Santo,28.0,2003-3
Espirito Santo,3.0,2004-3
Espirito Santo,3.0,2005-3
Espirito Santo,14.0,2006-3
Espirito Santo,9.0,2007-3
Espirito Santo,5.0,2008-3
Espirito Santo,11.0,2009-3
Espirito Santo,3.0,2010-3
Espirito Santo,5.0,2011-3
Espirito Santo,35.0,2012-3
Espirito Santo,13.0,2013-3
Espirito Santo,15.0,2014-3
Espirito Santo,25.0,2015-3
Espirito Santo,107.0,2016-3
Espirito Santo,9.0,2017-3
Espirito Santo,0.0,1998-4
Espirito Santo,2.0,1999-4
Espirito Santo,3.0,2000-4
Espirito Santo,2.0,2001-4
Espirito Santo,2.0,2002-4
Espirito Santo,22.0,2003-4
Espirito Santo,0.0,2004-4
Espirito Santo,4.0,2005-4
Espirito Santo,1.0,2006-4
Espirito Santo,2.0,2007-4
Espirito Santo,8.0,2008-4
Espirito Santo,8.0,2009-4
Espirito Santo,7.0,2010-4
Espirito Santo,3.0,2011-4
Espirito Santo,74.0,2012-4
Espirito Santo,16.0,2013-4
Espirito Santo,15.0,2014-4
Espirito Santo,33.0,2015-4
Espirito Santo,57.0,2016-4
Espirito Santo,7.0,2017-4
Espirito Santo,0.0,1998-5
Espirito Santo,16.0,1999-5
Espirito Santo,2.0,2000-5
Espirito Santo,8.0,2001-5
Espirito Santo,5.0,2002-5
Espirito Santo,1.0,2003-5
Espirito Santo,0.0,2004-5
Espirito Santo,5.0,2005-5
Espirito Santo,0.0,2006-5
Espirito Santo,1.0,2007-5
Espirito Santo,2.0,2008-5
Espirito Santo,7.0,2009-5
Espirito Santo,3.0,2010-5
Espirito Santo,2.0,2011-5
Espirito Santo,20.0,2012-5
Espirito Santo,14.0,2013-5
Espirito Santo,18.0,2014-5
Espirito Santo,17.0,2015-5
Espirito Santo,48.0,2016-5
Espirito Santo,10.0,2017-5
Espirito Santo,6.0,1998-6
Espirito Santo,6.0,1999-6
Espirito Santo,9.0,2000-6
Espirito Santo,9.0,2001-6
Espirito Santo,18.0,2002-6
Espirito Santo,19.0,2003-6
Espirito Santo,3.0,2004-6
Espirito Santo,8.0,2005-6
Espirito Santo,5.0,2006-6
Espirito Santo,4.0,2007-6
Espirito Santo,4.0,2008-6
Espirito Santo,12.0,2009-6
Espirito Santo,3.0,2010-6
Espirito Santo,7.0,2011-6
Espirito Santo,15.0,2012-6
Espirito Santo,22.0,2013-6
Espirito Santo,9.0,2014-6
Espirito Santo,18.0,2015-6
Espirito Santo,49.0,2016-6
Espirito Santo,37.0,2017-6
Espirito Santo,37.0,1998-7
Espirito Santo,9.0,1999-7
Espirito Santo,16.0,2000-7
Espirito Santo,12.0,2001-7
Espirito Santo,9.0,2002-7
Espirito Santo,27.0,2003-7
Espirito Santo,4.0,2004-7
Espirito Santo,9.0,2005-7
Espirito Santo,11.0,2006-7
Espirito Santo,13.0,2007-7
Espirito Santo,5.0,2008-7
Espirito Santo,25.0,2009-7
Espirito Santo,5.0,2010-7
Espirito Santo,18.0,2011-7
Espirito Santo,35.0,2012-7
Espirito Santo,20.0,2013-7
Espirito Santo,17.0,2014-7
Espirito Santo,30.0,2015-7
Espirito Santo,42.0,2016-7
Espirito Santo,3.0,2017-7
Espirito Santo,38.0,1998-8
Espirito Santo,60.0,1999-8
Espirito Santo,26.0,2000-8
Espirito Santo,30.0,2001-8
Espirito Santo,60.0,2002-8
Espirito Santo,118.0,2003-8
Espirito Santo,12.0,2004-8
Espirito Santo,12.0,2005-8
Espirito Santo,29.0,2006-8
Espirito Santo,82.0,2007-8
Espirito Santo,13.0,2008-8
Espirito Santo,17.0,2009-8
Espirito Santo,39.0,2010-8
Espirito Santo,93.0,2011-8
Espirito Santo,12.0,2012-8
Espirito Santo,53.0,2013-8
Espirito Santo,47.0,2014-8
Espirito Santo,35.0,2015-8
Espirito Santo,78.0,2016-8
Espirito Santo,30.0,2017-8
Espirito Santo,108.0,1998-9
Espirito Santo,64.0,1999-9
Espirito Santo,14.0,2000-9
Espirito Santo,38.0,2001-9
Espirito Santo,46.0,2002-9
Espirito Santo,252.0,2003-9
Espirito Santo,47.0,2004-9
Espirito Santo,8.0,2005-9
Espirito Santo,87.0,2006-9
Espirito Santo,63.0,2007-9
Espirito Santo,78.0,2008-9
Espirito Santo,57.0,2009-9
Espirito Santo,53.0,2010-9
Espirito Santo,108.0,2011-9
Espirito Santo,48.0,2012-9
Espirito Santo,30.0,2013-9
Espirito Santo,61.0,2014-9
Espirito Santo,228.0,2015-9
Espirito Santo,128.0,2016-9
Espirito Santo,58.0,2017-9
Espirito Santo,20.0,1998-10
Espirito Santo,23.0,1999-10
Espirito Santo,88.0,2000-10
Espirito Santo,19.0,2001-10
Espirito Santo,113.0,2002-10
Espirito Santo,159.0,2003-10
Espirito Santo,48.0,2004-10
Espirito Santo,62.0,2005-10
Espirito Santo,10.0,2006-10
Espirito Santo,79.0,2007-10
Espirito Santo,100.0,2008-10
Espirito Santo,13.0,2009-10
Espirito Santo,32.0,2010-10
Espirito Santo,38.0,2011-10
Espirito Santo,62.0,2012-10
Espirito Santo,37.0,2013-10
Espirito Santo,89.0,2014-10
Espirito Santo,307.0,2015-10
Espirito Santo,58.0,2016-10
Espirito Santo,56.0,2017-10
Espirito Santo,4.0,1998-11
Espirito Santo,9.0,1999-11
Espirito Santo,3.0,2000-11
