cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,seguro_incendio,valor_total
1,50,1,1,0,0,não aceita,não,0.0,892,59.0,14,965
0,55,2,1,1,1,aceita,não,350.0,1397,80.0,18,1845
1,30,1,1,0,3,aceita,sim,350.0,3000,0.0,39,3389
1,220,4,3,4,4,aceita,não,3200.0,11000,1000.0,140,15340
1,30,1,1,0,9,aceita,não,370.0,1000,14.0,13,1397
1,195,3,3,3,0,aceita,sim,0.0,4000,280.0,61,4341
1,109,3,2,2,13,aceita,não,1156.0,6500,319.0,83,8058
1,45,1,1,0,0,aceita,não,0.0,928,57.0,14,999
1,280,4,4,2,0,aceita,não,0.0,8000,600.0,121,8721
0,212,4,1,2,0,aceita,não,0.0,1500,88.0,23,1611
0,42,1,1,1,16,não aceita,não,472.0,2000,75.0,26,2573
1,100,3,3,1,0,aceita,não,0.0,7000,881.0,106,7987
1,35,1,1,0,0,aceita,não,50.0,850,65.0,13,978
1,300,3,3,1,0,aceita,sim,0.0,11000,625.0,166,11790
1,600,4,6,5,13,aceita,não,7200.0,6000,1167.0,77,14440
1,70,2,2,1,0,aceita,não,0.0,2100,9.0,27,2136
1,35,1,1,0,1,não aceita,sim,,1700,0.0,22,1722
1,180,5,3,2,0,não aceita,não,0.0,9000,0.0,136,9136
1,210,3,3,3,17,aceita,não,2300.0,7000,717.0,89,10110
1,96,3,3,2,5,aceita,não,855.0,3700,486.0,47,5088
1,46,1,1,1,12,não aceita,sim,1445.0,5000,298.0,64,6807
1,68,2,2,2,13,não aceita,sim,800.0,4000,132.0,51,4983
1,135,2,3,1,19,não aceita,sim,2745.0,8000,650.0,102,11500
1,235,3,4,4,2,aceita,sim,1950.0,15000,1150.0,191,18290
1,190,4,5,3,10,aceita,não,3200.0,4000,417.0,51,7668
0,75,2,1,1,0,aceita,não,0.0,1140,80.0,18,1238
1,35,1,1,1,16,aceita,sim,572.0,4900,70.0,63,5605
1,40,1,1,2,5,aceita,não,915.0,1559,169.0,20,2663
1,245,3,3,1,18,aceita,sim,1904.0,12000,486.0,153,14540
1,55,2,1,1,6,aceita,não,800.0,1300,0.0,17,2117
1,49,1,1,1,5,aceita,não,284.0,2600,134.0,33,3051
1,60,2,1,0,3,aceita,não,487.0,1850,0.0,24,2361
0,60,2,1,1,16,não aceita,não,300.0,1400,60.0,18,1778
1,190,3,4,3,14,aceita,sim,1700.0,2740,900.0,35,5375
1,95,3,2,2,16,não aceita,não,900.0,3150,121.0,40,4211
1,125,2,1,1,0,aceita,não,0.0,1490,74.0,23,1587
1,250,3,4,4,0,aceita,sim,0.0,4200,0.0,64,4264
1,230,3,4,2,12,aceita,sim,2662.0,5900,680.0,75,9317
1,168,3,3,3,3,aceita,não,1605.0,2700,322.0,35,4662
1,132,3,1,2,7,não aceita,sim,920.0,8000,400.0,102,9422
1,294,4,6,8,0,aceita,sim,0.0,3000,600.0,46,3646
1,25,1,1,0,12,aceita,não,318.0,2100,41.0,27,2486
1,48,1,1,1,6,aceita,não,500.0,2200,35.0,28,2763
1,98,2,2,1,13,aceita,não,1055.0,2166,384.0,28,3633
0,226,4,2,2,10,aceita,não,1850.0,2780,403.0,36,5069
1,60,2,1,1,2,aceita,não,,2700,0.0,35,2735
1,55,1,1,1,7,aceita,não,594.0,2050,50.0,26,2720
1,31,1,1,0,6,aceita,não,200.0,2614,84.0,34,2932
1,150,2,3,1,0,aceita,não,0.0,1650,0.0,25,1675
1,70,2,1,0,0,aceita,não,0.0,1350,0.0,21,1371
1,234,3,4,3,13,aceita,não,2400.0,7000,84.0,89,9573
1,188,1,3,2,10,não aceita,não,1180.0,8000,550.0,102,9832
1,198,4,5,4,17,aceita,não,1493.0,4000,926.0,51,6470
0,57,1,1,1,2,aceita,não,690.0,2600,131.0,33,3454
1,550,3,2,4,0,não aceita,não,0.0,3805,449.0,58,4312
1,700,5,7,5,0,aceita,não,0.0,15000,2240.0,226,17470
1,240,4,2,4,0,aceita,não,0.0,8000,0.0,121,8121
1,100,3,3,2,2,não aceita,sim,1500.0,1490,105.0,19,3114
1,167,3,3,2,7,aceita,não,1315.0,5500,292.0,70,7177
0,85,2,1,0,0,aceita,não,590.0,800,0.0,11,1401
1,55,1,2,1,18,aceita,sim,2270.0,5500,18.0,70,7858
1,56,2,1,1,6,aceita,sim,479.0,3190,144.0,41,3854
1,72,2,1,1,2,não aceita,sim,325.0,1650,60.0,21,2056
1,350,4,3,3,1,não aceita,sim,4459.0,15000,0.0,191,19650
1,190,3,3,3,6,aceita,sim,2800.0,4500,834.0,58,8192
1,65,2,1,1,4,aceita,não,800.0,1750,,7,2557
1,290,3,3,3,0,aceita,não,0.0,8000,542.0,121,8663
0,45,1,1,0,3,aceita,não,412.0,900,66.0,12,1390
1,185,3,2,2,11,aceita,não,2000.0,11500,417.0,146,14060
0,54,1,1,1,6,não aceita,não,0.0,1370,31.0,18,1419
1,240,4,3,3,6,aceita,não,2850.0,12000,700.0,153,15700
1,90,3,3,2,0,aceita,não,0.0,2000,50.0,31,2081
0,348,3,3,3,0,aceita,não,0.0,4850,400.0,73,5323
1,251,3,2,2,0,aceita,não,0.0,3400,336.0,52,3788
1,140,3,1,2,0,não aceita,não,140.0,6000,273.0,91,6504
1,220,3,4,8,0,não aceita,não,0.0,3493,492.0,53,4038
1,42,1,1,1,14,não aceita,não,0.0,5000,0.0,64,5064
0,100,3,2,0,2,não aceita,não,815.0,808,81.0,11,1715
0,65,2,1,1,1,não aceita,não,267.0,1000,34.0,13,1314
1,70,3,2,1,3,aceita,não,758.0,2000,109.0,26,2893
1,80,2,2,0,0,aceita,não,0.0,2000,134.0,31,2165
1,292,4,3,3,8,aceita,sim,2700.0,11480,709.0,146,15030
1,28,1,1,0,1,aceita,não,0.0,1329,15.0,17,1361
1,130,3,2,1,7,não aceita,não,1900.0,6900,260.0,88,9148
1,145,3,2,1,4,aceita,não,1600.0,3445,0.0,13,5058
1,58,1,1,0,2,não aceita,não,330.0,1398,0.0,8,1736
1,380,3,5,1,10,não aceita,não,3000.0,15000,267.0,191,18460
1,100,2,2,2,10,aceita,não,930.0,2600,21.0,33,3584
0,62,1,1,1,1,não aceita,não,650.0,755,0.0,3,1408
0,55,2,1,1,0,aceita,não,480.0,750,66.0,10,1306
1,98,2,2,1,0,não aceita,não,1300.0,2990,250.0,38,4578
1,159,3,3,1,6,aceita,não,1800.0,3000,292.0,39,5131
1,210,3,5,4,6,aceita,sim,3301.0,11900,960.0,151,16310
0,60,2,1,1,3,aceita,não,345.0,880,16.0,12,1253
1,472,3,2,4,0,aceita,não,0.0,6500,650.0,98,7248
1,128,3,2,2,1,aceita,não,1630.0,3000,597.0,39,5266
1,83,2,1,1,1,aceita,não,620.0,1147,238.0,15,2020
1,50,1,1,1,6,não aceita,sim,1450.0,2500,342.0,32,4324
1,112,3,2,3,0,aceita,não,0.0,3300,32.0,50,3382
0,52,3,1,1,1,aceita,sim,288.0,1200,63.0,16,1567
1,40,1,1,1,9,aceita,sim,1800.0,4800,350.0,61,7011
1,500,4,6,3,0,aceita,não,0.0,15000,845.0,226,16070
1,55,2,1,1,13,aceita,não,505.0,1800,0.0,23,2328
1,365,3,5,2,5,aceita,sim,1950.0,8500,899.0,108,11460
1,40,1,2,1,28,não aceita,sim,1935.0,4200,318.0,54,6507
1,25,1,1,1,25,aceita,não,331.0,2100,64.0,27,2522
0,85,3,2,2,9,aceita,sim,510.0,3000,165.0,39,3714
0,170,4,3,1,10,não aceita,não,1470.0,3700,0.0,47,5217
1,300,3,5,4,12,não aceita,não,6593.0,6000,1974.0,77,14640
1,53,2,1,1,7,não aceita,não,600.0,1200,60.0,16,1876
1,387,4,5,6,0,aceita,não,,13000,834.0,196,14030
1,85,3,2,1,4,aceita,não,1300.0,3100,125.0,40,4565
0,45,2,1,1,3,aceita,não,312.0,850,25.0,11,1198
1,44,1,1,0,1,não aceita,não,0.0,1200,30.0,16,1246
1,92,2,2,1,6,não aceita,não,1590.0,2490,158.0,32,4270
1,45,1,1,1,0,aceita,não,,1300,59.0,20,1379
1,60,2,1,0,10,aceita,não,453.0,1654,0.0,19,2126
1,150,3,5,2,14,aceita,não,1423.0,3102,452.0,40,5017
1,35,1,1,0,1,não aceita,não,250.0,1305,0.0,17,1572
1,70,2,2,1,6,aceita,não,450.0,3500,150.0,45,4145
1,350,3,5,4,13,aceita,não,4000.0,3760,1750.0,48,9558
1,20,1,1,0,5,aceita,sim,602.0,1800,130.0,23,2555
1,316,4,6,4,18,aceita,sim,4767.0,8000,1963.0,102,14830
1,38,1,1,0,16,não aceita,não,188.0,2001,0.0,26,2215
1,62,3,2,1,5,aceita,não,455.0,1583,33.0,6,2077
0,258,2,2,1,0,aceita,não,0.0,1400,67.0,22,1489
0,402,4,5,2,0,não aceita,não,730.0,4800,459.0,73,6062
1,200,3,1,2,0,aceita,não,0.0,3000,0.0,46,3046
1,60,1,1,1,6,aceita,não,683.0,2240,0.0,29,2952
0,54,2,1,1,10,aceita,não,320.0,1500,23.0,20,1863
1,53,2,1,1,8,aceita,sim,950.0,1200,0.0,16,2166
1,50,1,1,0,1,aceita,não,0.0,950,0.0,15,965
0,65,2,1,1,3,aceita,não,420.0,1250,53.0,16,1739
0,81,3,2,2,3,aceita,não,780.0,2230,128.0,29,3167
1,68,2,2,1,18,aceita,não,640.0,3400,95.0,44,4179
1,158,3,3,2,10,não aceita,não,1995.0,5500,529.0,70,8094
1,114,2,2,1,4,aceita,não,1405.0,2000,0.0,26,3431
1,80,3,2,2,5,aceita,não,1045.0,2400,227.0,31,3703
0,111,3,3,3,6,não aceita,sim,1000.0,5000,283.0,64,6347
1,160,3,4,2,3,aceita,não,2462.0,8500,60.0,108,11130
1,630,4,6,4,0,não aceita,não,0.0,12300,2667.0,185,15150
1,68,1,1,0,0,não aceita,não,0.0,1140,0.0,18,1158
0,60,2,1,1,1,aceita,não,314.0,1000,0.0,13,1327
1,110,3,2,1,10,aceita,não,1421.0,2800,104.0,36,4361
1,255,4,4,3,2,aceita,não,5000.0,6600,1678.0,84,13360
1,252,4,6,3,19,aceita,não,1700.0,12000,650.0,153,14500
1,86,2,1,1,12,aceita,não,1000.0,3007,84.0,39,4130
1,48,2,1,0,2,aceita,não,90.0,1191,90.0,16,1387
0,300,4,5,3,9,aceita,não,1650.0,9500,459.0,121,11730
1,130,3,2,1,13,aceita,não,1600.0,2900,200.0,37,4737
1,36,1,1,0,1,aceita,não,355.0,1800,0.0,23,2178
0,220,3,1,4,0,não aceita,não,0.0,2800,334.0,43,3177
1,96,2,2,2,5,aceita,não,1200.0,1600,400.0,21,3221
1,280,3,3,5,0,aceita,não,0.0,3500,2.0,53,3555
1,70,1,1,1,0,aceita,não,0.0,1170,44.0,18,1232
1,102,2,2,1,1,aceita,não,430.0,1700,126.0,22,2278
1,70,2,1,0,6,aceita,não,480.0,1800,0.0,23,2303
1,35,1,1,0,18,aceita,não,250.0,1850,0.0,24,2124
1,60,2,2,1,5,aceita,não,700.0,1465,100.0,19,2284
1,500,2,2,1,0,aceita,não,129.0,2260,0.0,34,2423
1,238,4,5,3,1,não aceita,não,2500.0,15000,375.0,58,17930
1,127,3,2,2,1,aceita,não,,5000,250.0,76,5326
1,298,4,4,3,6,aceita,não,3356.0,9000,1190.0,115,13660
1,75,3,1,1,9,aceita,não,950.0,2951,233.0,12,4146
0,105,2,2,2,11,aceita,não,1175.0,3800,258.0,49,5282
1,279,5,5,6,3,aceita,sim,900.0,4740,834.0,61,6535
1,100,1,2,1,13,não aceita,não,1520.0,6000,348.0,77,7945
1,100,3,2,1,12,aceita,não,700.0,1946,0.0,7,2653
1,120,4,2,2,0,não aceita,não,0.0,4500,89.0,68,4657
1,98,3,2,1,7,aceita,sim,850.0,3318,0.0,27,4195
0,550,5,6,8,0,aceita,não,,10600,578.0,160,11340
1,100,3,2,6,0,aceita,não,0.0,7500,1000.0,113,8613
0,55,1,1,0,5,não aceita,não,630.0,950,80.0,13,1673
1,58,2,2,1,1,aceita,não,934.0,2588,76.0,10,3608
1,180,3,3,1,6,não aceita,não,1650.0,7500,850.0,96,10100
1,22,1,1,0,25,aceita,não,385.0,2100,40.0,27,2552
0,82,3,2,1,1,aceita,não,650.0,1200,100.0,16,1966
0,194,3,2,3,0,aceita,não,0.0,3500,75.0,53,3628
1,70,3,2,1,1,aceita,não,840.0,2300,30.0,30,3200
1,67,2,2,2,4,aceita,sim,883.0,4675,256.0,60,5874
1,100,3,2,2,6,não aceita,não,1200.0,2000,0.0,26,3226
1,60,2,2,1,8,aceita,não,640.0,1650,0.0,21,2311
1,62,2,2,1,5,aceita,não,510.0,2500,158.0,32,3200
1,44,1,1,0,4,aceita,sim,450.0,2500,30.0,32,3012
1,66,2,2,1,15,não aceita,não,862.0,2748,31.0,35,3676
1,86,2,1,1,1,aceita,não,960.0,2372,0.0,10,3342
1,300,3,4,0,0,aceita,sim,0.0,10000,2000.0,151,12150
0,60,2,1,1,7,aceita,não,486.0,900,74.0,12,1472
0,65,2,1,1,7,aceita,não,550.0,1100,100.0,14,1764
1,46,1,1,1,5,aceita,sim,770.0,1600,4.0,21,2395
1,70,2,2,1,13,aceita,não,849.0,4400,150.0,56,5455
1,110,2,2,0,13,aceita,não,664.0,2690,0.0,35,3389
1,20,1,1,0,3,não aceita,sim,300.0,600,40.0,8,948
1,200,3,3,3,3,aceita,não,3162.0,4790,876.0,61,8889
1,150,3,3,2,10,aceita,não,1570.0,4000,515.0,51,6136
1,120,3,1,0,0,aceita,não,0.0,2200,0.0,34,2234
1,176,3,4,3,20,não aceita,não,2004.0,9500,584.0,121,12210
0,40,1,1,1,2,não aceita,não,1300.0,1000,0.0,13,2313
1,350,3,6,4,28,aceita,sim,2100.0,12000,1417.0,153,15670
1,65,2,2,1,3,aceita,não,870.0,1613,0.0,6,2489
1,35,1,1,1,4,aceita,sim,510.0,1850,0.0,24,2384
0,88,1,1,2,0,aceita,não,678.0,2200,24.0,28,2930
1,106,2,2,2,1,não aceita,sim,1170.0,10600,334.0,135,12240
1,220,4,4,1,19,aceita,não,1800.0,4000,650.0,51,6501
1,40,1,1,0,2,aceita,não,250.0,1020,70.0,13,1353
0,70,3,1,1,1,aceita,não,600.0,1500,17.0,20,2137
1,227,4,4,3,7,não aceita,sim,2000.0,15000,750.0,191,17940
1,208,3,3,2,2,aceita,sim,2354.0,7000,552.0,89,9995
1,238,4,3,1,7,aceita,não,2515.0,5000,575.0,64,8154
1,161,3,3,3,17,aceita,não,2700.0,10000,667.0,127,13490
1,85,3,2,2,3,aceita,não,1050.0,2350,217.0,30,3647
1,192,2,3,1,1,aceita,sim,2300.0,12000,446.0,153,14900
0,71,2,1,1,3,aceita,não,670.0,1130,114.0,15,1929
1,55,1,1,0,13,aceita,não,400.0,1300,0.0,17,1717
0,219,4,5,2,4,aceita,sim,1954.0,3800,472.0,49,6275
1,200,2,2,1,0,aceita,não,,2300,92.0,35,2427
1,50,1,1,0,0,não aceita,não,0.0,1266,57.0,4,1327
1,90,2,1,0,0,aceita,não,0.0,2800,170.0,43,3013
1,45,1,1,1,1,não aceita,sim,3000.0,5520,0.0,70,8590
1,120,2,2,1,3,não aceita,sim,782.0,3300,0.0,42,4124
1,170,3,2,1,5,aceita,não,2215.0,4500,293.0,58,7066
1,400,4,3,4,0,aceita,não,0.0,3760,2084.0,57,5901
1,42,1,1,1,3,aceita,não,450.0,2700,52.0,35,3237
1,31,1,1,1,3,não aceita,sim,2000.0,1990,125.0,26,4141
1,350,3,5,3,0,aceita,não,0.0,4500,17.0,68,4585
1,62,1,1,0,4,aceita,sim,670.0,2300,0.0,30,3000
1,83,2,3,2,8,aceita,não,1555.0,3200,735.0,41,5531
1,35,1,1,0,1,não aceita,não,250.0,1305,0.0,17,1572
1,147,3,2,2,4,aceita,não,1313.0,3600,414.0,46,5373
1,208,4,4,3,5,aceita,não,3600.0,12000,1084.0,153,16840
1,30,1,1,0,0,aceita,não,0.0,750,59.0,12,821
1,97,2,2,2,3,aceita,não,1400.0,2200,42.0,28,3670
1,30,1,1,0,0,não aceita,não,0.0,920,0.0,14,934
1,104,3,2,2,8,aceita,não,1300.0,3300,289.0,42,4931
1,230,4,3,3,0,aceita,não,2270.0,8200,1060.0,124,11650
1,20,1,1,0,4,não aceita,sim,150.0,3142,67.0,40,3399
1,298,4,4,1,0,aceita,não,0.0,3000,0.0,46,3046
1,127,2,1,2,0,aceita,não,0.0,2250,247.0,34,2531
0,60,3,2,1,3,aceita,não,452.0,800,50.0,11,1313
1,54,2,2,1,11,aceita,não,954.0,2800,190.0,36,3980
0,262,3,4,4,0,aceita,não,1953.0,9500,745.0,143,12340
1,19,1,1,0,0,não aceita,não,0.0,1200,0.0,16,1216
1,55,2,1,1,1,aceita,sim,300.0,2200,84.0,28,2612
1,120,2,1,1,0,não aceita,não,0.0,1300,50.0,20,1370
1,88,3,4,2,5,aceita,não,486.0,3900,305.0,50,4741
1,136,3,2,2,9,não aceita,não,1650.0,6818,332.0,87,8887
1,130,3,1,1,0,aceita,não,0.0,2000,0.0,31,2031
0,48,1,1,1,1,não aceita,não,450.0,550,42.0,7,1049
1,53,3,2,1,13,não aceita,não,420.0,2000,67.0,26,2513
1,320,4,5,5,0,aceita,não,0.0,10870,1417.0,164,12450
0,52,1,1,1,8,não aceita,sim,1000.0,2300,50.0,30,3380
1,20,1,1,0,0,aceita,sim,602.0,1800,130.0,23,2555
1,75,2,1,3,5,não aceita,não,700.0,2500,250.0,32,3482
1,90,3,1,0,0,não aceita,não,270.0,2200,225.0,34,2729
1,95,2,2,1,0,aceita,não,0.0,2400,180.0,37,2617
1,70,1,1,1,0,não aceita,não,,1100,0.0,17,1117
1,25,1,1,0,9,aceita,sim,160.0,1820,0.0,24,2004
1,230,3,4,2,3,aceita,não,2000.0,4800,292.0,61,7153
1,89,3,2,2,15,não aceita,não,935.0,5418,0.0,20,6373
1,129,2,2,1,6,aceita,sim,1507.0,13000,308.0,165,14980
1,42,1,1,1,0,aceita,sim,675.0,3600,82.0,46,4403
1,255,4,4,3,13,aceita,sim,,11900,0.0,151,12050
1,192,3,4,2,13,aceita,não,1600.0,8500,0.0,108,10210
1,99,2,1,1,6,não aceita,não,1300.0,4300,125.0,55,5780
1,50,2,1,1,1,aceita,não,400.0,1050,0.0,8,1458
0,48,1,2,0,2,aceita,sim,704.0,1234,46.0,16,2000
1,99,2,1,1,0,aceita,não,0.0,3650,230.0,55,3935
1,33,1,1,1,7,não aceita,não,560.0,1219,0.0,8,1787
1,93,3,2,2,25,não aceita,sim,650.0,3500,125.0,45,4320
1,49,1,1,1,10,aceita,não,480.0,3500,42.0,45,4067
1,50,1,1,0,9,não aceita,sim,850.0,2480,20.0,32,3382
1,100,3,3,1,0,aceita,não,0.0,2400,0.0,37,2437
1,110,2,1,1,10,não aceita,não,705.0,1800,0.0,23,2528
1,800,4,7,8,0,aceita,não,0.0,12000,1667.0,181,13850
1,210,4,5,2,1,aceita,sim,3800.0,8500,0.0,108,12410
1,80,3,1,0,0,não aceita,não,185.0,2100,0.0,27,2312
1,196,2,3,3,8,aceita,não,3210.0,5500,73.0,70,8853
1,160,1,4,2,2,não aceita,não,1000.0,3500,10.0,45,4555
1,250,5,3,6,0,aceita,não,0.0,15000,2704.0,226,17930
1,160,4,4,3,2,aceita,não,2500.0,11000,0.0,140,13640
1,189,4,3,2,5,não aceita,sim,2300.0,6500,584.0,83,9467
1,93,2,1,1,11,aceita,não,760.0,3200,0.0,41,4001
1,500,4,6,6,0,aceita,não,0.0,5930,2084.0,90,8104
0,57,2,1,1,3,não aceita,não,343.0,850,67.0,11,1271
0,76,3,1,1,8,não aceita,não,484.0,1100,63.0,14,1661
1,240,4,5,5,9,aceita,sim,3442.0,9900,1529.0,126,15000
1,240,3,4,3,1,aceita,sim,5100.0,11000,1834.0,140,18070
1,400,3,5,4,11,aceita,não,3800.0,3800,1250.0,49,8899
1,68,3,1,1,1,aceita,não,560.0,1460,115.0,19,2154
1,80,2,2,1,7,aceita,não,831.0,3800,9.0,49,4689
1,205,4,4,2,14,aceita,não,3050.0,10800,517.0,137,14500
1,250,3,3,1,9,aceita,não,2000.0,6500,292.0,83,8875
1,120,2,3,2,10,aceita,sim,1500.0,9000,542.0,115,11160
1,68,2,1,1,9,aceita,não,0.0,1850,0.0,24,1874
1,65,2,1,1,3,aceita,não,315.0,1400,47.0,18,1780
1,720,4,5,5,17,aceita,não,6471.0,6500,3520.0,83,16570
1,40,1,1,0,1,não aceita,não,150.0,1047,0.0,14,1211
1,75,2,1,0,5,aceita,sim,1310.0,1283,0.0,17,2610
1,150,2,2,2,0,aceita,não,0.0,2640,0.0,40,2680
1,34,1,1,0,11,não aceita,não,370.0,2800,74.0,36,3280
0,135,3,2,2,0,aceita,não,0.0,1700,25.0,26,1751
1,36,1,1,0,3,não aceita,não,500.0,1900,77.0,25,2502
1,60,2,1,1,1,aceita,não,670.0,2058,0.0,9,2737
1,280,3,3,8,0,aceita,não,0.0,13000,4234.0,196,17430
1,156,3,3,3,20,aceita,não,1600.0,4900,917.0,63,7480
1,60,1,1,1,7,aceita,não,1300.0,3070,217.0,39,4626
0,60,2,1,1,1,não aceita,sim,385.0,2848,64.0,37,3334
1,150,4,2,1,0,aceita,não,0.0,3900,0.0,59,3959
1,120,3,2,2,1,aceita,não,2450.0,4636,875.0,59,8020
1,64,3,1,1,2,aceita,não,470.0,1200,110.0,16,1796
1,238,4,4,3,1,aceita,sim,2569.0,15000,542.0,191,18300
1,127,3,2,1,12,não aceita,não,1655.0,3900,350.0,50,5955
1,87,2,2,2,15,aceita,não,663.0,3700,257.0,47,4667
1,300,4,4,0,7,aceita,sim,2700.0,9600,500.0,122,12920
1,60,2,1,0,1,aceita,não,191.0,1500,150.0,20,1861
1,270,6,3,6,0,aceita,não,0.0,4500,417.0,68,4985
1,142,3,3,2,15,aceita,não,1600.0,9000,475.0,115,11190
1,35,1,1,0,3,aceita,não,315.0,1649,0.0,21,1985
1,55,2,1,0,0,aceita,não,,1600,50.0,25,1675
1,129,4,4,2,14,aceita,sim,1180.0,8900,387.0,113,10580
1,30,1,1,1,14,não aceita,não,1379.0,1660,18.0,22,3079
1,89,2,2,1,5,aceita,não,1542.0,2300,238.0,30,4110
1,98,3,2,2,6,aceita,sim,961.0,2500,180.0,32,3673
1,277,4,4,6,5,aceita,não,4200.0,3800,1947.0,49,9996
1,80,2,2,2,15,aceita,não,2000.0,11000,0.0,140,13140
1,113,2,1,1,5,aceita,não,1000.0,3000,50.0,39,4089
1,25,1,1,0,1,não aceita,não,0.0,1200,35.0,16,1251
1,212,3,4,4,4,aceita,não,3400.0,10000,1250.0,127,14780
0,53,2,1,1,3,aceita,não,345.0,850,15.0,11,1221
1,235,3,4,3,2,aceita,não,2000.0,2550,1000.0,33,5583
1,100,1,2,2,8,aceita,não,700.0,2000,150.0,18,2868
0,140,4,3,2,14,aceita,não,1030.0,3500,220.0,45,4795
1,51,1,2,1,3,não aceita,sim,1062.0,2100,27.0,27,3216
0,80,2,1,1,0,não aceita,não,0.0,1100,28.0,17,1145
1,244,3,4,2,7,aceita,sim,3500.0,12000,648.0,153,16300
1,220,4,4,3,12,aceita,não,3600.0,5100,892.0,65,9657
1,97,3,2,2,14,aceita,não,1600.0,1700,125.0,22,3447
1,25,1,1,0,0,aceita,não,20.0,1200,25.0,19,1264
1,100,3,2,1,4,não aceita,sim,950.0,2700,71.0,35,3756
1,69,2,1,0,4,aceita,não,525.0,3000,0.0,22,3547
0,143,3,2,3,0,aceita,não,0.0,1700,70.0,26,1796
1,48,1,1,1,3,aceita,não,660.0,3300,110.0,42,4112
0,380,4,6,3,0,aceita,não,0.0,4000,455.0,61,4516
0,165,3,2,0,0,aceita,não,0.0,3000,129.0,46,3175
1,137,3,3,1,9,aceita,sim,1200.0,5500,303.0,70,7073
1,33,2,1,0,6,aceita,não,300.0,1900,0.0,25,2225
1,120,4,3,2,8,aceita,não,2010.0,2210,334.0,28,4582
1,150,4,3,0,2,aceita,não,0.0,2850,275.0,37,3162
1,218,4,4,4,3,não aceita,não,2488.0,4930,1454.0,63,8935
1,160,4,3,3,3,aceita,não,1600.0,7000,542.0,89,9231
1,85,2,1,0,4,aceita,sim,620.0,2190,0.0,28,2838
1,230,3,3,0,9,aceita,sim,1700.0,5000,109.0,64,6873
1,40,1,1,0,0,não aceita,não,0.0,970,63.0,15,1048
1,160,4,5,3,2,aceita,sim,1623.0,3800,834.0,49,6306
0,92,3,2,3,6,aceita,não,700.0,2100,167.0,27,2994
1,23,1,1,0,2,não aceita,não,30.0,950,34.0,13,1027
1,53,2,2,1,9,não aceita,não,722.0,2100,0.0,27,2849
1,260,3,2,3,10,aceita,não,3000.0,8500,1084.0,108,12690
1,140,3,1,0,0,aceita,não,0.0,2700,167.0,41,2908
1,236,4,5,7,4,aceita,sim,3000.0,10800,1084.0,137,15020
1,250,3,3,3,0,aceita,não,0.0,3210,0.0,49,3259
1,30,2,1,0,0,aceita,não,,1500,5.0,23,1528
1,280,4,4,1,1,aceita,sim,3000.0,8000,292.0,102,11390
1,103,3,1,3,2,aceita,não,1054.0,3400,94.0,44,4592
1,60,1,1,0,0,aceita,sim,0.0,4100,400.0,62,4562
1,62,2,1,1,1,aceita,não,580.0,1650,92.0,21,2343
1,20,1,1,0,0,aceita,sim,602.0,1800,130.0,23,2555
1,278,3,2,1,11,aceita,não,2640.0,7800,601.0,99,11140
1,42,2,1,1,18,aceita,não,500.0,1200,0.0,16,1716
1,260,4,5,5,6,aceita,não,3000.0,12500,1667.0,159,17330
1,160,3,3,2,1,aceita,sim,1990.0,12650,360.0,161,15160
1,200,4,4,3,5,aceita,sim,2300.0,10200,803.0,130,13430
1,52,2,1,1,8,aceita,não,760.0,3000,145.0,39,3944
1,100,2,2,1,10,aceita,sim,1190.0,1625,66.0,7,2888
1,75,2,2,1,14,aceita,não,736.0,2629,0.0,10,3375
0,30,1,1,0,0,não aceita,não,0.0,1400,0.0,22,1422
1,70,2,2,1,1,não aceita,não,280.0,1000,138.0,13,1431
1,55,2,1,0,0,aceita,não,0.0,2000,75.0,31,2106
1,23,1,1,0,25,aceita,não,399.0,2150,0.0,28,2577
1,250,3,4,3,8,aceita,não,2850.0,9000,834.0,115,12800
1,240,4,5,3,4,aceita,não,3500.0,15000,1250.0,191,19940
1,110,2,1,1,0,aceita,não,0.0,1500,163.0,23,1686
0,52,2,1,1,4,aceita,sim,320.0,1800,70.0,23,2213
1,20,1,1,0,5,não aceita,sim,420.0,1700,54.0,22,2196
1,40,1,1,0,0,não aceita,não,0.0,780,17.0,12,809
1,35,1,1,1,4,não aceita,não,570.0,1200,46.0,16,1832
1,92,3,1,2,3,aceita,sim,418.0,2200,0.0,28,2646
1,700,4,6,6,0,aceita,não,0.0,12500,2176.0,188,14860
1,50,1,1,1,7,aceita,sim,2000.0,2000,382.0,26,4408
1,141,3,3,2,3,aceita,não,1100.0,7935,167.0,101,9303
1,60,2,2,1,14,não aceita,sim,2435.0,2600,184.0,33,5252
1,333,3,4,4,27,aceita,sim,1700.0,13000,500.0,165,15370
1,48,1,1,0,3,aceita,não,90.0,950,90.0,26,1156
1,101,3,4,2,4,não aceita,sim,1037.0,6664,359.0,85,8145
1,35,1,1,1,2,aceita,não,762.0,2850,84.0,37,3733
1,312,3,6,3,0,aceita,sim,0.0,6300,1063.0,95,7458
1,40,1,1,0,14,não aceita,sim,810.0,3800,162.0,49,4821
1,45,1,1,1,2,não aceita,sim,1900.0,4200,350.0,54,6504
1,145,3,3,2,1,aceita,sim,1088.0,5800,250.0,74,7212
1,350,3,4,5,0,aceita,não,,5500,1092.0,83,6675
